Domain,Kingdom,Phylum or Division,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe or Section,Genus,Specific Epithtet,Infraspecific Epithet,Author,Origin,Suborigin,IUCN Status,Taxon Status,Darwin,Española,Fernandina,Floreana,Genovesa,Isabela,Marchena,Pinta,Pinzón,San Cristóbal,Santa Cruz,Santa Fé,Santiago,Unknown Island,Wolf,Elizabeth Bay/Bahía Elizabeth,Far-northern/Lejano Norte,Northern/Norte,South-eastern/Centro Sur,Unknown Bioregion,Western/Oeste,TaxonID,English Common Name,Spanish Common Name,Local Name,Taxonomic Comments,Distribution Comments,Spanish Distribution Comments,English Comments,Spanish Comments,English Description,Spanish Description
Eukaryota,Animalia,Chordata,Amphibia,Anura,,,Bufonidae,,,Rhinella,marina,,"(Linnaeus, 1758)",In,Ic,LC,1,,,,,,,,,,True,,,,,,,,,True,,,11876,Giant Marine Toad,Sapo común,,"Syn.: Bufo sp.; Rana marina, Linnaeus, 1758; Bufo marinus (Linnaeus, 1758), Rhinella marinus (Linnaeus, 1758); Bufo brasiliensis Laurenti, 1768; Bufo horridus Daudin, 1803; , Bombinator maculatus Merrem, 1820; Bufo albicans Spix, 1824; Bufo lazarus Spix, 1824; Bufo horribilis Wiegmann, 1833; Bufo pithecodactylus Werner, 1899; Bufo angustipes Taylor & Smith, 1945;   Bufo pythecodactylus Werner, 1961.<br>Rhinella marina is considered a complex of several species.",Intercepted on San Cristobal.,,A individual was collected in private house in Puerto Baquerizo Moreno.,Un individuo fue colectado en una casa particular en Puerto Baquerizo Moreno.,,
Eukaryota,Animalia,Chordata,Amphibia,Anura,,,Hylidae,,,Scinax,quinquefasciatus,,"Fowler, 1913",In,Ac,LC,1,,,,,,True,,,,True,True,,,,,,,,True,,True,5022,Fowler's Snouted Treefrog,Rana de árbol,,,"Present in Lagoon of Isabela Sur, Santa Cruz and San Cristòbal. Also intercepted by quarantine control in San Cristóbal. First recorded in Galapagos during the 1997-98 El Niño.",,"The tree frog from the coastal zone of mainland Ecuador was recorded for the first time in Galapagos in 1998. Despite attempts at developing an eradication method, no satisfactory method has been found.","La rana arbórea procedente de la zona litoral del Ecuador continental fue registrada en las islas en 1998. Pese al trabajo realizado para su erradicacion, aun no se ha encontrado un metodo satisfactorio.","The Fowler's Snouted Treefrog is small frog that has mottled green, brown or cream coloration.","La rana es nativa de la costa de Ecuador. Es pequeña, con manchas verdes, marrón o crema. Habita en una amplia gama de hábitats, desde las tierras bajas costeras hasta las zonas húmedas templadas. Se alimenta de pequeños invertebrados, tanto acuáticos como terrestres. Debido al rápido desarrollo de huevo a rana, puede sobrevivir en zonas con charcos de agua muy temporales. Los renacuajos también son resistentes al agua ligeramente salada."
