Domain,Kingdom,Phylum or Division,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe or Section,Genus,Specific Epithtet,Infraspecific Epithet,Author,Origin,Suborigin,IUCN Status,Taxon Status,Darwin,Española,Fernandina,Floreana,Genovesa,Isabela,Marchena,Pinta,Pinzón,San Cristóbal,Santa Cruz,Santa Fé,Santiago,Unknown Island,Wolf,Elizabeth Bay/Bahía Elizabeth,Far-northern/Lejano Norte,Northern/Norte,South-eastern/Centro Sur,Unknown Bioregion,Western/Oeste,TaxonID,English Common Name,Spanish Common Name,Local Name,Taxonomic Comments,Distribution Comments,Spanish Distribution Comments,English Comments,Spanish Comments,English Description,Spanish Description
Eukaryota,Animalia,Chordata,Aves,Accipitriformes,,,Accipitridae,,,Buteo,galapagoensis,,"(Gould, 1837)",Na,En,VU,1,,True,True,True,,True,True,True,True,True,True,True,True,,,,,True,True,,True,5039,Galapagos Hawk,gavilán de Galápagos,,"Syn.: Polyborus galapagoensis Gould, 1837; Craxirex galapagoensis Gould, 1837; Buteo galapagensis Sundevall, 1871; Buteo galapagoensis Ridgway, 1890","Present on almost all islands, with exception of Genovesa, Wolf, Darwin. Extinct on Santa Cruz, San Cristobal, Floreana, Baltra. <br>Genetic information shows no gene flow between island populations, and hence a relative isolation of sub-populations. The species could be in the first stages of diversi","Intercambios entre islas son muy limitados, eso resulta en sub-poblaciones casi aisladas. La especie puede estar la en las primeras fases de una diversificación.","Threats<br>Dependant on  food availability. May be affected by the toxins used for the control of feral mammals, particularly rats.","Amenazas<br>Depende de la disponibilidad de alimento. Quizá está siendo afectado por toxinas usadas para el control de mamíferos introducidos, particularmente ratas.<br>Información adicional Venegas, L.","Length 56 cm, wingspan 120 cm. The only large and dark, broad winged bird likely to be seen sitting in a tree or circling high in the sky. Adult almost is black except for some chestnut on under parts and a grey or brown tail crossed by about nine darker bands. Immature has body buff colored, mottled with dark brown. Recently fledged juveniles have breast and belly bright chestnut. Bill dark with yellow cere or fleshy base, and feet are yellow. Female is larger than male (Harris 1974; Castro & Phillips 1996).",
Eukaryota,Animalia,Chordata,Aves,Accipitriformes,,,Pandionidae,,,Pandion,haliaetus,,"Linnaeus, 1758",Na,Mi,LC,1,,,,,,True,,,,,True,,,,,,,,True,,True,5136,Osprey,aguila pescadora,,,,,,,"Length 55-69 cm; wingspan 145-160 cm. Upperparts dark brown, under parts largely white; under wing  mottled light and dark with a conspicuous black patch on the bend of the wing. Head is largely white with black mark through eye and down side of neck. Distinguished from Galapagos hawk by mainly white body and black mark on under wing (Harris 1974; Castro & Phillips 1996).",
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Anas,bahamensis,galapagensis,"(Ridgway, 1890)",Na,En,NE,1,,True,True,True,True,True,,,,True,True,,True,,,,,True,True,,True,5024,White-cheeked Pintail,Patillo,,"Syn.: Anas bahamensis Linnaeus, 1758; Dafilia bahamensis","Isabela, Santa Cruz, Santiago, Floreana, San Cristobal, Fernandina and Genovesa Islands, usually where are salt lagoons. And on Española Island (Jiménez-Uzcátegui, G. ob.per.).",,,,"Length 50 cm, wingspan 93 cm. The only common duck in the Islands. Body brown, feathers of the upperparts tinged grey, those of under parts spotted dark brown. Top of head brown but throat and cheeks white, giving the bird a capped appearance. Conspicuous iridescent green wing patch or speculum, widely bordered with buff. Bill dark with pink or reddish base (Harris 1974; Castro & Phillips 1996).",
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Anas,clypeata,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,,,,True,,,,,,True,,17595,Northern Shoveler,Pato Cuchara Norteño,,"Syn.. Spatula clypeata Linnaeus, 1758.","Punta Moreno lagoon, Isabela Island.",,,,,
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Anas,cyanoptera,,"Vieillot, 1816",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5025,Cinnamon Teal,Cerceta colorada (canela),,"Syn.: Spatula cyanoptera Vieillot, 1816.",,,,,"The characteristics depending of age and sex of the bird. Although there are slight variations between different subspecies of A. cyanoptera, they tend to share common traits nonetheless. The color of the adult male's head, chest, and underside is generally purple-chestnut, and the abdomen is dark brown. The lower back and rear of the bird are greenish-brown, while the wing coverts are blue. There are variations in shoulder feather color between birds, ranging from yellow with a center stripe, to green with a center stripe. The juvenile is similar in appearance to the adult female, having a green speculum with a white leading edge, and pale blue upper secondary coverts. The adult male's basic markings are similar to these, but he has red eyes and a brighter forewing. From the fall to the spring, the adult male has an alternate plumage. The head, neck, belly, and flanks are bright red, while the back is dark brown. Additionally, the male has black under tail coverts in the fall through spring time span. (Gammonley, 1996) (Cadwell, M. 2002. ""Anas cyanoptera"" (On-line), Animal Diversity Web. Accessed December 11, 2012 at http://animaldiversity.ummz.umich.edu/accounts/Anas_cyanoptera/).",
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Anas,discors,,"Linnaeus, 1766",Na,Mi,LC,1,,,,,,True,,,,,,,,,,,,,,,True,5026,Blue-winged Teal,Cerceta aliazul,,"Syn.: Spatula discors Linnaeus, 1766",,,,,"Length 39 cm; wingspan 63 cm. A small brownish duck with conspicuous large, pale blue patch on shoulder which is obvious in flight. At rest this patch sometimes shows as a horizontal blue line. Green wing speculum. Adult male has white crescent in front of eye and white patch on the flanks, black around tail. Immediately told the resident species by the blue wing patch (Harris 1974; Castro & Phillips 1996).",
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Anas,platyrhynchos,domesticus,"Linnaeus, 1758",In,Cu,NE,1,,,,,,True,,,,True,True,,,,,,,,True,,True,5027,Domestic Duck,Pato doméstico,,,"Present on Santa Cruz, San Cristobal and Isabela? Islands.",,,,,
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Anser,anser,domesticus,"(Linnaeus, 1758)",In,Cu,NE,1,,,,,,,,,,True,True,,,,,,,,True,,,5029,Goose,ganso común,,,Present on San Cristobal Island.,,,,,
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Dendrocygna,autumnalis,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5075,Black-bellied Whistling-duck,Guirirí,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Anseriformes,,,Anatidae,,,Nomonyx,dominicus,,"Linnaeus, 1766",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5122,Masked Duck,Pato enmascarado,,"Syn.: Oxyura dominica Linnaeus, 1766.","A record on El Junco lagoon, San Cristóbal in 1994, and other on El Chato lagoon, Santa<br>Cruz in 2003.",,,,,
Eukaryota,Animalia,Chordata,Aves,Apodiformes,,,Apodidae,,,Chaetura,pelagica,,"Linnaeus, 1758",Na,Va,NT,1,,,,,,,,,,,True,,,,,,,,True,,,5060,Chimney Swift,Vencejo chimenea,,,"Three sight records on Española Island in 1977, 1983 and 2005 (Wiedenfeld 2006).",,,,,
Eukaryota,Animalia,Chordata,Aves,Caprimulgiformes,,,Caprimulgidae,,,Chordeiles,minor,,"Forster, 1771",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5065,Common Nighthawk,aguaitacamino migratorio,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Aphriza,virgata,,"Gmelin, 1789",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5030,Surfbird,chorlito de rompientes,,"Syn.: Calidris virgata  Gmelin, 1789",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Arenaria,interpres,,"Linnaeus, 1758",Na,Mi,LC,1,,True,True,,,True,,True,,,True,,,,,,,True,True,,True,5034,Ruddy Turnstone,Vuelve piedras,,"Syn.: Arenaria interpres interpres (Linnaeus, 1758); Strepsilas interpres",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Arenaria,melanocephala,,"Vigors, 1829",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5035,Black Turnstone,vuelve piedras negro,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Charadrius,semipalmatus,,"Bonaparte, 1825",Na,Mi,LC,1,,,,True,,True,True,True,,,True,,,,,,,True,True,,True,5061,Semipalmated Plover,chorlitejo,,"Syn.: Aegialitis semipalmata Sclater & Salvin, 1873",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Charadrius,vociferus,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5062,Killdeer,Playero gritón,,,"Records in 1971, 1979 and 1999 (Wiedenfeld 2006).",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Charadrius,wilsonia,,"Ord, 1814",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5063,Willson´s Plover,chorlo de Wilson,,,"Three birds recorded at Cormorant Point, Floreana Island in 1969 (Harris 1973 in Wiedenfeld 2006).",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Oreopholus,ruficollis,,"Wagler, 1829",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5134,Tawny-throated Dotterel,chorlo de campo,,,A recorded in 1991 by R. Harshaw and B. Leigh (Ridgely and Greenfield 2001 in Wiedenfeld 2006).,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Pluvialis,dominica,,"Muller, 1776",Na,Hy,LC,8,,,,,,,,,,,True,,,,,,,,True,,,5155,American Golden Plover,Playero dorado,,"The taxonomy of this and the P. fulva is confusing, the identity of the birds recorded is difficult to discern and verify.",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Pluvialis,fulva,,"Gmelin, 1789",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5156,Pacific Golden-Plover,chorlito dorado siberiano,,"The taxonomy of this and the P. dominica is confusing, the identity of the birds recorded is difficult to discern and verify.","A record on Villamil, Isabela Island 2012.",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Charadriidae,,,Pluvialis,squatarola,,"Linnaeus, 1758",Na,Mi,LC,1,,,,,,True,,,,,True,,,,,,,,True,,True,5157,"Black-bellied Plover, grey plover",Playero cabezón,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Haematopodidae,,,Haematopus,palliatus,galapagensis,"Ridgway, 1886",Na,En,NE,1,,True,True,,True,True,True,True,,True,True,,True,,,,,True,True,,True,5099,American Oystercatcher,"ostrero, cangrejero",,"Syn.: Haematopus palliatus Temminck, 1820; Haematopus galapagensis Ridgway, 1886",Generally found on the coasts of main islands.,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,,,Chlidonias,niger,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5064,Black Tern,gaviota negra,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,,,Gygis,alba,,"Sparman, 1786",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5098,Common White Tern,Gaviotín blanco,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,,,Onychoprion,fuscatus,crissalis,"(Lawrence, 1872)",Na,EnQ,NE,1,,,,,,,,,,,True,,,,,,,,True,,,16788,Sooty Tern,Gaviotín negro,,"Species currently known only from Galápagos, but knowledge insufficient to be certain that it is endemic.<br>Syn.: Sterna fuscata crissalis Linnaeus, 1766",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,,,Sterna,hirundo,,"Linnaeus, 1758",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5182,Common Tern,Gaviotín común,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,,,Thalasseus,elegans,,"Gambel, 1849",Na,Va,NT,1,,,,,,,,,,,True,,,,,,,,True,,,5188,Elegant Tern,Gaviotín elegante,,"Santa Cruz (1995), San Cristobal (2005)",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,,,Thalasseus,maximus,,"Boddaert, 1783",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5189,Royal Tern,Gaviotín Real,,"Syn. Sterna maxima Boddaert, 1783",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Chroicocephalus,cirrocephalus,,"(Vieillot, 1818)",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,16825,Gray-headed Gull,gaviota Cabecigrís,,"Syn.: Larus cirrocephalus  Vieillot, 1818","Recorded on San Cristóbal 9 August 1978, in Puerto Baquerizo Moreno 30 July 1991, on Isabela, in Puerto Villamil 28 December 1983 and 18 January 1984. Also recorded at Caleta Tortuga Negra (Santa Cruz), 16 May 2013. Here it was erroneously recorded as Dolphin Gull (Leucophaeus scoresbii).",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Creagrus,furcatus,,"(Neboux, 1846)",Na,En,LC,1,True,True,,True,,True,,,,,True,,True,,True,,True,,True,,True,5072,Swallow-tailed Gull,gaviota cola bifurcada,,"Syn.: Creagrus furcatus Salvin, 1876; Xema furcata Saunders, 1896; Xema furcatum Saunders, 1878",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Larosterna,inca,,"Lesson, 1827",Na,Va,NT,1,,,,True,,True,,,,True,True,,,,,,,,True,,True,15607,Inca tern,Gaviotin inca,,,"In Daphne Major J.C. Manosalvas in 2008, in Floreana (Punta Cormorant) and Isabela (Punta Moreno) Islands C. Carrión in 2011. In 2015 by A. Villa in San Cristóbal (Puerto Baquerizo Moreno). In 2017 (posibly the same individual), L.J. Die Dejean and E. Stucki reported in Espanola (Gardner Bay, April",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Larus,delawarensis,,"Ord, 1815",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5105,Ring-billed Gull,gaviota de Delaware,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Larus,dominicanus,,"Lichtenstein, 1823",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5106,Southern Black-backed (Kelp) Gull,gaviota dominicana,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Leucophaeus,atricilla,,"(Linnaeus, 1758)",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,16791,Laughing Gull,gaviota reidora,,"Syn.: Larus atricilla Linnaeus, 1758",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Leucophaeus,fuliginosus,,"(Gould, 1841)",Na,En,VU,1,,,True,True,,True,True,,True,True,True,,True,,,,,True,True,,True,16789,Lava Gull,gaviota de lava,,"Syn.: Larus fuliginosus Gould, 1841",Species to common throughout the archipelago.,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Leucophaeus,pipixcan,,"(Wagler, 1831)",Na,Mi,LC,1,,,True,,,True,,,,True,True,,,,,,,,True,,True,16790,Franklin's Gull,gaviota de Franklin,,"Syn.: Larus pipixcan Wagler, 1831",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Larinae,,Leucophaeus,scoresbii,,"Traill, 1823",NoData,NoData,,6,,,,,,,,,,,,,,True,,,,,,True,,18038,Dolphin Gull,Gaviota Austral,,"Syn.: Larus scoresbii Sibley and Monroe 1990, Gabianus scoresbii Stotz et al. 1996; the species was confused with the Grey-headed Gull (Chroicocephalus cirrocephalus)","This bird (Dolphin Gull) was erroneously recorded at Caleta Tortuga Negra in 2013; the correct record refers, however, to Chroicocephalus cirrocephalus.",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Laridae,Sterninae,,Anous,stolidus,galapagensis,"Sharpe, 1879",Na,En,NE,1,True,True,,,,True,,,True,,True,,True,,True,,True,,True,,True,5028,"Brown Noddy, common noddy",Gaviotín de cabeza blanca,,"Syn.: Anous stolidus (Linnaeus, 1758); Megalopterus stolidus Gould, 1841",Occurs throughout the archipelago.,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Recurvirostridae,,,Himantopus,mexicanus,,"(Muller, 1776)",Na,Id,LC,1,,,True,,,True,,,,,True,,,,,,,,True,,True,5101,Black-necked Stilt,tero real,,"Syn.: Himantopus himantopus 	(Linnaeus, 76), Himantopus leucocephalus Gould, 1837",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Actitis,macularius,,"(Linnaeus, 1758)",Na,Mi,LC,1,,,,,,True,,,,,True,,,,,,,,True,,True,16784,Spotted Sandpiper,correlino,,"Syn.: Actitis macularia  Linnaeus, 1758",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,alba,,"Pallas, 1764",Na,Mi,LC,1,,,,,,True,,,,,,,,,,,,,,,True,5042,Sanderling,playero común,,Syn.: Calidris arenaria,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,bairdii,,"Coues, 1861",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5043,Baird's Sandpiper,playero de Baird,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,canutus,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5044,Red Knot,Playero pecho rufo,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,fuscicollis,,"Vieillot, 1819",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5045,White-rumped Sandpiper,playero de rabadilla blanca,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,himantopus,,"Bonaparte, 1826",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5046,Stilt Sandpiper,correlino tarsilargo,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,mauri,,"Cabanis, 1857",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5047,Western Sandpiper,Playero occipital,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,melanotos,,"Vieillot, 1819",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5048,Pectoral Sandpiper,Tin Güín,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,minutilla,,"Vieillot, 1819",Na,Mi,LC,1,,,,True,,True,,True,,,True,,,,,,,True,True,,True,5049,Least Sandpiper,Playero enano,,"Syn.: Tringa minutilla  Vieillot, 1819",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Calidris,pusilla,,"Linnaeus, 1766",Na,Va,NT,1,,,,,,,,,,,True,,,,,,,,True,,,5050,Semipalmated Sandpiper,Playero semipalmeado,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Limnodromus,griseus,,"(Gmelin, 1789)",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5110,Short billed Dowitcher,agujeta piquicorta,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Limosa,fedoa,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5111,Marbled Godwit,aguja canela,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Limosa,haemastica,,"Linnaeus, 1758",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5112,Hudsonian Godwit,aguja del mar,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Numenius,phaeopus,,"Linnaeus, 1758",Na,Mi,LC,1,,,,,,True,,,,,True,,,,,,,,True,,True,5123,Whimbrel,Zarapito,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Phalaropus,fulicarius,,"Linnaeus, 1758",Na,Mi,LC,1,,,,,True,,,,,,,,,,,,,True,,,,5145,Red (Grey) Phalarope,falaropo rojo,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Phalaropus,lobatus,,"Linnaeus, 1758",Na,Mi,LC,1,,,True,,,,,,,,,,,,,,,,,,True,5146,Northern Red-necked Phalarope,falaropo norteño,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Phalaropus,tricolor,,"(Vieillot, 1819)",Na,Mi,LC,1,,,,,,True,,,,,True,,,,,,,,True,,True,5328,Wilson's Phalarope,falaropo de Wilson,,"Syn.: Steganopus tricolor Vieillot, 1819",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Tringa,flavipes,,"Gmelin, 1789",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5190,Lesser Yellowlegs,chorlo chico,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Tringa,incana,,"Gmelin, 1789",Na,Mi,LC,1,,True,True,True,,True,True,,True,,True,,,,,,,True,True,,True,16786,Wandering Tattler,errante,,"Syn.: Heteroscelus incanus  Gmelin, 1789",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Tringa,melanoleuca,,"Gmelin, 1789",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5191,Greater Yellowlegs,chorlo real,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Tringa,semipalmata,,"(Gmelin, 1789)",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,16785,Willet,Playero aliblanco,,"Syn.: Catoptrophorus semipalmatus (Gmelin, 1789), protonym: Scolopax semipalmata Gmelin, 1789",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Tringa,solitaria,,"Wilson, 1813",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5192,Solitary Sandpiper,Playero solitario,,,"Recorded on Santa Cruz, San Cristóbal and Fernandina Islands (Wiedenfeld 2006).",,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Scolopacidae,,,Tryngites,subruficollis,,"Vieillot, 1819",Na,Hy,NT,1,,,,,,,,,,,True,,,,,,,,True,,,5193,Buff-breasted Sandpiper,Playerito canela,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Stercorariidae,,,Stercorarius,chilensis,,"Brünnich, 1754",Na,Hy,LC,8,,,,,,,,,,,True,,,,,,,,True,,,5180,Great Skua,Salteador grande,,"The taxonomy of this and the S. maccormicki is confusing, the identity of the birds recorded is difficult to discern and verify.",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Stercorariidae,,,Stercorarius,longicaudus,,"Vieillot, 1819",Na,Hy,LC,1,,,,,,,,,,True,True,,,,,,,,True,,,5177,Long-tailed jaeger (Skua),salteador rabero,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Stercorariidae,,,Stercorarius,maccormicki,,"Saunders, 1893",Na,Hy,LC,8,,,,,,,,,,,True,,,,,,,,True,,,16787,South polar Skua,Salteador polar,,"Syn.: Cathracta maccormicki  Saunders, 1893<br>The taxonomy of this and the S. chilensisi is confusing, the identity of the birds recorded is difficult to discern and verify.",,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Stercorariidae,,,Stercorarius,parasiticus,,"(Linnaeus, 1758)",Na,Hy,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5178,Parasitic Jaeger (Artic Skua),Salteador parásito,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Charadriiformes,,,Stercorariidae,,,Stercorarius,pomarinus,,"Temminck, 1815",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5179,Pomarine Jaeger (Skua),salteador,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Columbiformes,,,Columbidae,,,Columba,livia,,"Gmelin, 1789",In,Er,LC,1,,,,,,True,,,,True,True,,,,,,,,True,,True,5070,"Rock Dove, Common Pigeon, Rock Pigeon","Paloma doméstica, Paloma de Castilla, Paloma Común",Paloma doméstica,,"This species was eradicated from Galapagos in 2004; it was present on the islands Santa Cruz, San Cristobal and Isabela.","Especie erradicada de Galápagos en el año 2004, se encontraba presente en las islas Santa Cruz, San Cristóbal, e Isabela.",,"Información adicional Venegas, L.","It is a medium sized bird, length range from 20 to 36 cm, its weight varies from 340 and 360 g. Beak blackish with white base, legs reddish or pink, amber eyes in adult and dark in juveniles. No sexual dimorphism present. The head is commonly dark and green-purple iridescent. The original color pattern is light gray with two large black bars on the wings, a black band at the tip of the tail and a white rump. Currently, most of individuals vary in color, from completely white and red irregular spots to black with white tail. When they are associated to a large number in urban areas they become pests capable of transmitting disease, contaminate food and cause damage to structures that generate large economic losses, they are called ""flying rats"". In the wild they live between 5-15 years and in captivity they can live longer","Es un ave de tamaño mediano, su longitud varia de 20 a 36 cm con un peso de 340 y 360 g. De pico negruzco con blanco en la base, patas rojizas o rosas, ojos ámbar en los adultos y oscuros en los juveniles. No tiene dimorfismo sexual. Comúnmente la cabeza es oscura y presenta una iridiscencia verde-púrpura. El patrón original de color es gris claro con dos grandes franjas de color negro en las alas, una franja negra en la punta de la cola y la rabadilla blanca. Actualmente la mayor parte de los individuos son de otros colores, desde blanco total o con manchas irregulares rojizas hasta negro con plumas primarias y cola blanca. Cuando se asocian en gran número dentro de los asentamientos urbanos se transforman en plagas capaces de transmitir enfermedades, contaminar alimentos y dañar estructuras generando grandes pérdidas económicas, se las ha llamado ratas del aire. En estado silvestre viven entre 5 a 15 años y en cautiverio pueden llegar a vivir más tiempo."
Eukaryota,Animalia,Chordata,Aves,Columbiformes,,,Columbidae,,,Zenaida,auriculata,,"Des Murs, 1847",Na,Va,LC,1,,,,,,,,,,,True,,,,,,,,True,,,5197,Eared Dove,Paloma sabanera,,,,,,,,
Eukaryota,Animalia,Chordata,Aves,Columbiformes,,,Columbidae,,,Zenaida,galapagoensis,,"Gould, 1841",Na,En,LC,1,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,True,5198,Galapagos Dove,Paloma de Galápagos,,"Syn.: Zenaida galapagoensis galapagoensis Gould, 1841; Zenaida galapagoensis exsul (Rothschild & Hartert, 1899)",Common on the Islands.,,,,,
Eukaryota,Animalia,Chordata,Aves,Coraciiformes,,,Alcedinidae,,,Megaceryle,alcyon,,"Linnaeus, 1758",Na,Mi,LC,1,,,,,,,,,,,True,,,,,,,,True,,,16824,Belted Kingfisher,Martín pescador,,"Syn.: Ceryle alcyon Linnaeus, 1758",,,,,,
